157,32,397023
141,17,394373
188,73,390572
136,52,394871
90,10,397381
154,31,388596
122,19,390281
163,26,391474
153,16,393630
217,34,396583
163,42,398079
184,31,389148
256,88,393023
181,30,396883
248,55,393469
388,28,389986
229,0,388227
361,67,389880
237,21,389042
215,65,396025
152,69,391842
190,19,388373
234,25,391758
113,29,394396
270,78,395761
127,2,388615
230,36,393256
247,51,397042
124,52,397581
240,79,394225
127,29,397612
215,58,397490
136,15,397765
176,74,391042
204,38,392716
118,47,393460
168,35,391930
117,26,393005
185,37,395248
194,55,389006
116,57,388217
182,28,391174
96,61,393097
201,45,392460
155,19,395379
171,50,395756
302,17,393531
163,27,393264
189,49,393070
162,33,396955
191,36,392927
180,38,393301
214,16,390452
242,31,388154
