1,3816.0,0.23
2,3816.0,0.23
3,3816.0,0.23
4,3816.0,0.23
5,3816.0,0.23
6,3816.0,0.23
7,3816.0,0.23
8,3816.0,0.23
9,3816.0,0.23
10,3816.0,0.23
11,3816.0,0.23
12,3816.0,0.23
13,3816.0,0.23
14,3816.0,0.23
15,3816.0,0.23
16,3816.0,0.23
17,3816.0,0.23
18,3816.0,0.23
19,3816.0,0.23
20,3816.0,0.23
21,3816.0,0.23
22,3816.0,0.23
23,3816.0,0.23
24,3816.0,0.23
25,3816.0,0.23
26,3816.0,0.23
27,3816.0,0.23
28,3816.0,0.23
29,3816.0,0.23
30,3816.0,0.23
31,3816.0,0.23
32,3816.0,0.23
33,3816.0,0.23
34,3816.0,0.23
35,3816.0,0.23
36,3816.0,0.23
37,3816.0,0.23
38,3816.0,0.23
39,3816.0,0.23
40,3816.0,0.23
41,3816.0,0.23
42,3816.0,0.23
43,3816.0,0.23
44,3816.0,0.23
45,3816.0,0.23
46,3816.0,0.23
47,3816.0,0.23
48,3816.0,0.23
49,3816.0,0.23
50,3816.0,0.23
51,3816.0,0.23
52,3816.0,0.23
53,3654.0,0.22
54,3654.0,0.22
55,3654.0,0.22
56,3654.0,0.22
57,3654.0,0.22
58,3654.0,0.22
59,3654.0,0.22
60,3654.0,0.22
61,3654.0,0.22
62,3654.0,0.22
63,3654.0,0.22
64,3654.0,0.22
65,3654.0,0.22
66,3654.0,0.22
67,3654.0,0.22
68,3654.0,0.22
69,3654.0,0.22
70,3654.0,0.22
71,3654.0,0.22
72,3654.0,0.22
73,3654.0,0.22
74,3654.0,0.22
75,3654.0,0.22
76,3654.0,0.22
77,3654.0,0.22
78,3654.0,0.22
79,3654.0,0.22
80,3654.0,0.22
81,3654.0,0.22
82,3654.0,0.22
83,3654.0,0.22
84,3654.0,0.22
85,3654.0,0.22
86,3654.0,0.22
87,3654.0,0.22
88,3654.0,0.22
89,3654.0,0.22
90,3654.0,0.22
91,3654.0,0.22
92,3654.0,0.22
93,3654.0,0.22
94,3654.0,0.22
95,3654.0,0.22
96,3654.0,0.22
97,3654.0,0.22
98,3654.0,0.22
99,3654.0,0.22
100,3654.0,0.22
101,3654.0,0.22
102,3654.0,0.22
103,3654.0,0.22
104,3654.0,0.22
105,3654.0,0.22
106,3654.0,0.22
107,3654.0,0.22
108,3654.0,0.22
109,3654.0,0.22
110,3639.0,0.22
111,3639.0,0.22
112,3639.0,0.22
113,3639.0,0.22
114,3639.0,0.22
115,3639.0,0.22
116,3639.0,0.22
117,3639.0,0.22
118,3639.0,0.22
119,3639.0,0.22
120,3639.0,0.22
121,3639.0,0.22
122,3639.0,0.22
123,3639.0,0.22
124,3639.0,0.22
125,3639.0,0.22
126,3639.0,0.22
127,3639.0,0.22
128,3639.0,0.22
129,3639.0,0.22
130,3639.0,0.22
131,3639.0,0.22
132,3639.0,0.22
133,3639.0,0.22
134,3639.0,0.22
135,3639.0,0.22
136,3639.0,0.22
137,3639.0,0.22
138,3639.0,0.22
139,3639.0,0.22
140,3639.0,0.22
141,3639.0,0.22
142,3639.0,0.22
143,3639.0,0.22
144,3639.0,0.22
145,3639.0,0.22
146,3639.0,0.22
147,3639.0,0.22
148,3639.0,0.22
149,3639.0,0.22
150,3639.0,0.22
151,3639.0,0.22
152,3639.0,0.22
153,3639.0,0.22
154,3639.0,0.22
155,3639.0,0.22
156,3639.0,0.22
157,3639.0,0.22
158,3639.0,0.22
159,3639.0,0.22
160,3639.0,0.22
161,3639.0,0.22
162,3639.0,0.22
163,3639.0,0.22
164,3639.0,0.22
165,3639.0,0.22
166,3639.0,0.22
167,3639.0,0.22
168,3638.0,0.22
169,3638.0,0.22
170,3638.0,0.22
171,3638.0,0.22
172,3638.0,0.22
173,3638.0,0.22
174,3638.0,0.22
175,3638.0,0.22
176,3638.0,0.22
177,3638.0,0.22
178,3638.0,0.22
179,3638.0,0.22
180,3638.0,0.22
181,3638.0,0.22
182,3638.0,0.22
183,3638.0,0.22
184,3638.0,0.22
185,3638.0,0.22
186,3638.0,0.22
187,3638.0,0.22
188,3638.0,0.22
189,3638.0,0.22
190,3638.0,0.22
191,3638.0,0.22
192,3638.0,0.22
193,3638.0,0.22
194,3638.0,0.22
195,3638.0,0.22
196,3638.0,0.22
197,3638.0,0.22
198,3638.0,0.22
199,3638.0,0.22
200,3638.0,0.22
201,3638.0,0.22
202,3638.0,0.22
203,3638.0,0.22
204,3638.0,0.22
205,3638.0,0.22
206,3638.0,0.22
207,3638.0,0.22
208,3638.0,0.22
209,3638.0,0.22
210,3638.0,0.22
211,3638.0,0.22
212,3638.0,0.22
213,3638.0,0.22
214,3638.0,0.22
215,3638.0,0.22
216,3638.0,0.22
217,3638.0,0.22
218,3638.0,0.22
219,3638.0,0.22
220,3638.0,0.22
221,3638.0,0.22
222,3638.0,0.22
223,3638.0,0.22
224,3638.0,0.22
225,3638.0,0.22
226,3651.0,0.21
227,3651.0,0.21
228,3651.0,0.21
229,3651.0,0.21
230,3651.0,0.21
231,3651.0,0.21
232,3651.0,0.21
233,3651.0,0.21
234,3651.0,0.21
235,3651.0,0.21
236,3651.0,0.21
237,3651.0,0.21
238,3651.0,0.21
239,3651.0,0.21
240,3651.0,0.21
241,3651.0,0.21
242,3651.0,0.21
243,3651.0,0.21
244,3651.0,0.21
245,3651.0,0.21
246,3651.0,0.21
247,3651.0,0.21
248,3651.0,0.21
249,3651.0,0.21
250,3651.0,0.21
251,3651.0,0.21
252,3651.0,0.21
253,3651.0,0.21
254,3651.0,0.21
255,3651.0,0.21
256,3651.0,0.21
257,3651.0,0.21
258,3651.0,0.21
259,3651.0,0.21
260,3651.0,0.21
261,3651.0,0.21
262,3651.0,0.21
263,3651.0,0.21
264,3651.0,0.21
265,3651.0,0.21
266,3651.0,0.21
267,3651.0,0.21
268,3651.0,0.21
269,3651.0,0.21
270,3651.0,0.21
271,3651.0,0.21
272,3651.0,0.21
273,3651.0,0.21
274,3651.0,0.21
275,3651.0,0.21
276,3651.0,0.21
277,3651.0,0.21
278,3651.0,0.21
279,3651.0,0.21
280,3651.0,0.21
281,3651.0,0.21
282,3651.0,0.21
283,3651.0,0.21
284,3651.0,0.21
285,3676.0,0.21
286,3676.0,0.21
287,3676.0,0.21
288,3676.0,0.21
289,3676.0,0.21
290,3676.0,0.21
291,3676.0,0.21
292,3676.0,0.21
293,3676.0,0.21
294,3676.0,0.21
295,3676.0,0.21
296,3676.0,0.21
297,3676.0,0.21
298,3676.0,0.21
299,3676.0,0.21
300,3676.0,0.21
301,3676.0,0.21
