6921.68984413147,92.5145568848,911857.522124,154.0
8539.405502319336,111.536125183,913427.857143,201.0
6237.568880081177,86.9649581909,911152.884615,148.0
8508.041039168835,112.520225525,913520.422535,200.0
6259.311632156372,81.3111190796,910979.411765,150.0
8378.055921554565,118.77797699,913610.416667,200.0
6370.368028879166,81.687713623,911319.811321,150.0
5949.893723189831,72.3386230469,910799.0,149.0
6645.726490020752,88.5021743774,911400.934579,150.0
6373.3689661026,76.6164321899,911152.884615,150.0
5993.82880499959,71.8746261597,910799.0,150.0
5437.532529830933,65.8313674927,909998.913043,150.0
8658.575214385986,118.766899109,913427.857143,200.0
6513.445028305054,78.0781478882,911237.142857,148.0
6203.7047996521,76.3745880127,911237.142857,151.0
6275.041990280151,77.2866363525,911152.884615,149.0
6369.7515988349915,92.9971389771,911319.811321,149.0
6290.072193145752,73.5259094238,910890.09901,149.0
6363.365098953247,78.3576507568,910979.411765,149.0
6450.388387680054,75.8244400024,911400.934579,150.0
3715.630141109228,50.1964569092,905844.615385,109.0
6761.774061203003,85.4857559204,911928.947368,167.0
6642.627466440201,92.1936416626,911400.934579,148.0
4348.859788417816,58.9268188477,907040.84507,101.0
6132.2038652300835,83.2431488037,911319.811321,153.0
6364.890241622925,75.9706954956,911152.884615,149.0
6535.277741491795,84.5940093994,911635.454545,150.0
4069.4180459976196,59.0198898315,906665.217391,99.0
6226.906593799591,76.5533065796,911066.990291,149.0
6820.954471588135,94.7884140015,911558.715596,151.0
4169.057743549347,51.2531051636,906855.714286,98.0
6095.857335090637,86.5377426147,911152.884615,150.0
3736.029790878296,47.2841949463,905159.677419,101.0
6044.920166015625,82.4223861694,911237.142857,150.0
4551.005841732025,58.7477340698,909661.797753,123.0
4940.817457199097,55.1790542603,908640.740741,117.0
6334.5015659332275,78.8250350952,911237.142857,149.0
4170.509439319372,61.1426544189,907395.890411,101.0
5705.2546582221985,78.5096817017,910415.625,150.0
6818.184772491455,95.2420120239,911400.934579,150.0
4334.239179313183,47.1904144287,907040.84507,99.0
5500.608886957169,67.959815979,911480.555556,149.0
6745.026806533337,86.1005172729,911928.947368,160.0
4341.1717166900635,50.8519439697,907040.84507,100.0
6741.749918460846,89.115234375,911857.522124,165.0
6280.244120597839,79.906829834,911319.811321,156.0
6684.443578243256,87.028503418,911558.715596,149.0
6050.978521198034,83.9459381104,911152.884615,150.0
4257.942597389221,55.7848358154,906855.714286,100.0
8553.573353767395,113.345787048,913610.416667,201.0
6855.924926400185,86.3229446411,912268.067227,166.0
5836.279234409332,90.1042861938,910890.09901,150.0
4353.913751929998,59.3246078491,907893.421053,103.0
6572.909428596497,88.0794830322,911400.934579,149.0
5957.751990318298,84.985748291,910799.0,147.0
4299.926217079163,54.2948989868,907040.84507,99.0
6436.467284679413,80.7066345215,911480.555556,148.0
4394.826484680176,55.8479232788,907040.84507,102.0
3994.8529539108276,47.2220840454,907395.890411,99.0
4099.997847557068,49.8191375732,906855.714286,99.0
3485.7638235092163,51.3733978271,905844.615385,100.0
10151.757593154907,144.985061646,914830.898876,250.0
3924.7978107333183,49.4864501953,907395.890411,99.0
3963.352406024933,52.8697967529,906855.714286,99.0
6744.679405212402,88.5034866333,912135.897436,162.0
6090.786565691233,81.4437789917,911480.555556,146.0
2124.5879440307617,35.1114425659,893711.428571,49.0
8387.335378736258,106.546081543,913946.710526,208.0
4728.476813316345,56.2565917969,908353.164557,115.0
5978.3846299648285,90.0376052856,911928.947368,150.0
6966.933144271374,86.3590240479,912519.512195,170.0
4066.2968380451202,44.596572876,906855.714286,100.0
6393.102911472321,88.9058837891,911558.715596,149.0
6376.291007041931,92.2962493896,911237.142857,150.0
2004.3789863586426,25.6101531982,893711.428571,49.0
3902.727069377899,55.1461791992,907395.890411,99.0
3792.729244709015,57.6720046997,906059.090909,100.0
4141.551430404186,56.0882720947,906665.217391,100.0
3882.8743127286434,46.2163619995,907040.84507,98.0
4438.902708053589,54.4196777344,908203.846154,111.0
2914.0760946273804,36.7984848022,899997.826087,60.0
4694.812072068453,63.3089599609,908914.457831,112.0
4038.1626505851746,56.5868835449,908050.649351,105.0
6647.517248392105,97.4982528687,911928.947368,171.0
4959.077433586121,65.6772155762,909544.318182,121.0
2679.3693466186523,29.7918243408,899088.636364,61.0
4544.502469629049,55.7513122559,909301.162791,118.0
2748.2373628616333,36.1979904175,899553.333333,60.0
3975.6641759872437,60.3082962036,907220.833333,99.0
2169.7230339050293,31.443862915,893711.428571,49.0
1967.1609554290771,24.1839370728,891246.875,49.0
2622.551209449768,32.4066162109,899997.826087,60.0
1787.9719379842281,21.2476806641,891246.875,49.0
